education,customer_id,age,marital,job,default,balance,housing,loan
secondary,131939,40.0,married,technician,no,1832,no,no
secondary,131940,30.0,single,services,no,1268,yes,no
secondary,131941,36.0,married,blue-collar,no,536,yes,no
secondary,131944,31.0,single,management,no,1088,yes,no
secondary,131947,27.0,married,admin.,no,1293,yes,no
tertiary,131950,29.0,single,management,no,1377,no,no
secondary,131951,38.0,single,blue-collar,no,2580,yes,no
tertiary,131953,23.0,single,ADMINISTRATION,no,314,no,yes
tertiary,131954,30.0,married,management,no,357,yes,no
tertiary,131957,38.0,married,technician,no,206,no,no
tertiary,131960,58.0,divorced,retired,no,5253,no,no
secondary,131961,38.0,married,blue-collar,no,13849,yes,no
primary,131965,54.0,married,admin.,no,546,yes,no
secondary,131969,30.0,single,technician,no,3286,yes,no
secondary,131972,41.0,married,services,no,803,yes,no
unknown,131976,55.0,married,ADMINISTRATION,no,2038,no,no
secondary,131978,33.0,single,technician,no,719,yes,no
secondary,131987,53.0,single,admin.,no,2892,no,no
primary,131999,51.0,married,blue-collar,no,5131,yes,no
secondary,132004,35.0,married,admin.,no,898,yes,no
secondary,132006,42.0,married,entrepreneur,no,0,yes,no
secondary,132008,34.0,married,technician,no,1012,yes,yes
tertiary,132015,29.0,married,admin.,no,332,no,no
primary,132020,68.0,divorced,retired,no,695,no,no
secondary,132021,20.0,single,student,no,1819,no,no
tertiary,132025,30.0,single,management,no,2544,no,no
secondary,132035,32.0,married,blue-collar,no,759,yes,no
secondary,132036,34.0,married,services,no,404,yes,no
tertiary,132038,34.0,married,admin.,no,899,yes,no
primary,132039,46.0,married,blue-collar,no,952,yes,no
tertiary,132040,28.0,divorced,management,no,229,yes,no
tertiary,132042,37.0,divorced,management,no,443,yes,no
tertiary,132055,42.0,married,entrepreneur,no,1068,yes,no
secondary,132056,45.0,married,blue-collar,no,96,yes,no
secondary,132057,36.0,single,admin.,no,2556,yes,no
tertiary,132060,30.0,married,management,no,1418,yes,yes
secondary,132061,29.0,single,technician,no,110,yes,no
SECONDARY,132063,31.0,married,blue-collar,no,1406,yes,yes
secondary,132065,39.0,divorced,services,no,0,yes,no
primary,132085,48.0,married,blue-collar,no,3752,yes,no
primary,132086,42.0,married,blue-collar,no,2103,yes,no
tertiary,132088,35.0,single,management,no,1599,yes,yes
tertiary,132089,34.0,single,technician,no,925,yes,no
secondary,132090,41.0,married,admin.,no,5110,yes,no
secondary,132091,40.0,married,admin.,no,5087,yes,no
secondary,132092,31.0,married,technician,no,5467,yes,no
tertiary,132097,26.0,single,management,no,-3,no,no
secondary,132101,29.0,divorced,services,no,84,yes,no
tertiary,132106,44.0,single,self-employed,no,1367,yes,no
tertiary,132109,35.0,married,blue-collar,no,5271,yes,no
secondary,132119,32.0,single,services,no,758,yes,no
tertiary,132124,34.0,married,management,no,703,yes,no
secondary,132128,36.0,married,technician,no,15485,no,no
tertiary,132129,33.0,married,management,no,0,yes,no
tertiary,132136,34.0,single,management,no,2646,no,no
secondary,132138,33.0,single,admin.,no,572,yes,no
secondary,132139,22.0,single,student,no,107,no,no
SECONDARY,132140,32.0,married,technician,no,765,yes,yes
tertiary,132146,36.0,divorced,management,no,102,yes,no
secondary,132147,36.0,single,services,no,-253,yes,no
secondary,132151,44.0,divorced,admin.,no,0,no,no
secondary,132152,65.0,married,retired,no,2,no,no
primary,132156,62.0,married,retired,no,1084,no,no
tertiary,132157,25.0,single,management,no,702,no,no
tertiary,132159,61.0,divorced,self-employed,no,6,yes,no
tertiary,132160,40.0,single,technician,no,1175,no,no
primary,132161,41.0,married,housemaid,no,0,no,no
unknown,132166,24.0,married,management,no,448,no,no
secondary,132167,35.0,married,blue-collar,no,106,yes,no
tertiary,132169,77.0,divorced,retired,no,4659,no,no
tertiary,132170,62.0,married,housemaid,no,1528,no,no
tertiary,132173,30.0,married,unemployed,no,330,no,no
secondary,132177,29.0,single,admin.,no,731,no,no
tertiary,132179,32.0,single,management,no,574,yes,no
tertiary,132181,36.0,married,management,no,926,no,no
secondary,132189,29.0,single,unemployed,no,25,no,no
unknown,132190,78.0,married,unknown,no,2235,no,no
tertiary,132196,31.0,single,management,no,2384,yes,no
secondary,132200,65.0,married,management,no,587,no,no
primary,132207,43.0,married,services,no,2557,yes,no
primary,132211,70.0,divorced,retired,no,275,no,no
secondary,132212,32.0,married,services,no,1129,yes,no
secondary,132213,46.0,married,technician,no,2149,yes,no
tertiary,132215,33.0,single,management,no,1271,yes,no
secondary,132218,33.0,married,management,no,336,no,no
primary,132227,49.0,married,blue-collar,no,3915,yes,no
secondary,132231,53.0,divorced,self-employed,no,8112,yes,yes
secondary,132242,33.0,married,admin.,no,855,no,no
primary,132245,57.0,married,services,no,491,yes,no
secondary,132247,62.0,married,blue-collar,no,180,no,no
secondary,132249,32.0,single,services,no,133,no,no
secondary,132253,39.0,single,blue-collar,no,649,yes,no
secondary,132256,41.0,married,blue-collar,no,2689,yes,no
primary,132261,76.0,divorced,housemaid,no,1411,no,no
secondary,132262,36.0,single,admin.,no,11174,yes,no
secondary,132268,27.0,single,technician,no,439,yes,no
secondary,132270,19.0,single,student,no,626,no,no
tertiary,132280,38.0,single,management,no,6158,yes,no
secondary,132281,35.0,married,blue-collar,no,444,yes,no
secondary,132282,32.0,divorced,housemaid,no,-613,yes,no
secondary,132284,69.0,married,retired,no,21446,no,no
primary,132293,56.0,married,blue-collar,no,3498,no,no
tertiary,132295,51.0,married,unemployed,no,1801,no,no
tertiary,132296,39.0,married,management,no,937,no,no
tertiary,132297,35.0,divorced,management,no,26,no,no
secondary,132300,32.0,married,blue-collar,yes,-53,yes,no
unknown,132301,51.0,married,housemaid,no,2337,yes,no
secondary,132303,37.0,married,technician,no,1762,no,no
secondary,132326,46.0,married,blue-collar,no,624,yes,no
primary,132328,39.0,married,blue-collar,no,467,yes,no
tertiary,132336,37.0,single,management,no,-670,yes,no
tertiary,132340,36.0,single,management,no,937,yes,no
secondary,132345,38.0,married,admin.,no,1933,yes,no
tertiary,132347,52.0,single,entrepreneur,no,3469,yes,no
tertiary,132349,39.0,divorced,management,no,267,yes,yes
secondary,132350,35.0,single,services,no,1063,yes,yes
tertiary,132353,30.0,single,management,no,726,yes,no
secondary,132360,38.0,divorced,services,no,904,yes,no
secondary,132366,20.0,single,blue-collar,no,423,yes,no
unknown,132372,28.0,married,admin.,no,-1,yes,no
secondary,132374,35.0,married,technician,no,545,yes,no
secondary,132377,47.0,married,admin.,no,3480,no,no
secondary,132382,31.0,married,technician,no,183,no,no
tertiary,132389,25.0,single,management,no,3,yes,yes
secondary,132397,49.0,married,services,no,2416,yes,no
tertiary,132398,35.0,DIVORCED,management,no,3751,yes,no
tertiary,132406,30.0,single,management,no,424,no,no
unknown,132408,55.0,single,management,no,111,no,no
secondary,132410,35.0,single,blue-collar,no,0,yes,no
secondary,132412,47.0,married,entrepreneur,no,1375,yes,no
primary,132413,44.0,married,management,no,294,no,no
SECONDARY,132425,42.0,married,blue-collar,no,1598,yes,yes
secondary,132426,30.0,single,blue-collar,no,445,yes,no
secondary,132427,31.0,single,ADMINISTRATION,no,68,yes,no
secondary,132432,29.0,married,admin.,no,2121,no,no
secondary,132436,31.0,single,blue-collar,no,770,yes,no
tertiary,132439,29.0,single,management,no,268,no,no
SECONDARY,132450,42.0,divorced,technician,no,214,no,no
tertiary,132458,43.0,married,management,no,240,yes,no
primary,132460,50.0,married,blue-collar,no,180,yes,no
SECONDARY,132465,36.0,single,technician,no,2511,yes,no
secondary,132468,29.0,married,admin.,no,300,yes,no
tertiary,132470,36.0,single,management,no,4788,yes,no
secondary,132471,50.0,married,services,no,-197,yes,no
secondary,132478,48.0,married,blue-collar,no,113,yes,no
primary,132488,42.0,married,blue-collar,no,560,yes,yes
tertiary,132489,36.0,married,technician,no,4596,yes,no
secondary,132492,32.0,married,services,no,1273,yes,no
tertiary,132497,38.0,married,self-employed,no,2084,yes,no
unknown,132513,20.0,single,student,no,4137,yes,no
tertiary,132515,38.0,married,management,no,516,yes,no
primary,132516,36.0,married,technician,no,3350,yes,no
secondary,132524,30.0,single,technician,no,411,yes,no
secondary,132525,54.0,married,technician,no,3994,no,yes
secondary,132526,38.0,married,services,no,4582,yes,no
secondary,132531,36.0,married,blue-collar,no,866,yes,no
tertiary,132534,50.0,married,management,no,469,no,no
primary,132536,45.0,married,blue-collar,no,2958,yes,no
primary,132541,34.0,married,blue-collar,no,2720,yes,no
secondary,132546,42.0,married,ADMINISTRATION,no,12,yes,no
unknown,132547,54.0,divorced,services,no,0,yes,no
secondary,132550,39.0,divorced,admin.,no,284,yes,yes
secondary,132554,42.0,single,admin.,no,734,yes,no
primary,132561,53.0,married,blue-collar,no,241,yes,no
tertiary,132563,32.0,single,technician,no,932,yes,no
tertiary,132564,28.0,single,student,no,844,no,no
primary,132572,40.0,divorced,services,no,471,yes,no
secondary,132573,25.0,single,technician,no,1312,yes,no
secondary,132577,37.0,married,blue-collar,no,168,yes,no
primary,132579,52.0,married,admin.,no,208,yes,no
secondary,132592,31.0,married,admin.,no,-170,yes,yes
secondary,132606,56.0,married,retired,no,3738,yes,no
primary,132611,44.0,married,blue-collar,no,279,yes,no
secondary,132618,44.0,married,technician,no,566,yes,yes
secondary,132619,43.0,married,admin.,no,264,yes,no
secondary,132626,25.0,single,student,no,1790,no,no
secondary,132628,37.0,married,services,no,616,yes,no
secondary,132643,47.0,married,blue-collar,no,1536,yes,no
SECONDARY,132649,34.0,married,services,no,703,no,no
secondary,132650,31.0,single,admin.,no,391,yes,no
secondary,132654,34.0,single,admin.,no,63,yes,no
primary,132656,36.0,single,blue-collar,no,263,yes,no
primary,132658,52.0,divorced,retired,no,-779,yes,yes
primary,132661,29.0,single,blue-collar,no,3508,yes,no
secondary,132668,35.0,married,blue-collar,no,293,yes,no
secondary,132671,31.0,married,services,no,-163,yes,no
secondary,132676,54.0,married,management,no,-133,yes,no
tertiary,132679,38.0,married,services,no,0,yes,no
secondary,132682,28.0,married,technician,no,-92,yes,no
tertiary,132686,32.0,divorced,management,no,294,yes,no
tertiary,132690,60.0,married,management,no,13546,no,no
secondary,132701,33.0,single,admin.,no,375,yes,no
primary,132704,34.0,married,blue-collar,no,329,yes,no
secondary,132716,33.0,single,services,no,48,yes,no
SECONDARY,132728,34.0,married,admin.,no,642,yes,no
secondary,132738,37.0,married,services,no,1776,yes,yes
secondary,132752,55.0,married,services,no,2990,yes,no
secondary,132755,30.0,married,blue-collar,no,5,no,no
secondary,132756,37.0,married,technician,no,-90,yes,no
secondary,132763,29.0,married,blue-collar,no,580,yes,yes
secondary,132764,28.0,single,services,no,437,yes,yes
tertiary,132772,34.0,single,technician,no,0,yes,no
tertiary,132780,31.0,single,technician,no,985,yes,no
secondary,132788,32.0,married,blue-collar,no,225,yes,no
secondary,132797,31.0,married,admin.,no,8295,yes,no
secondary,132799,30.0,single,admin.,no,69,yes,no
primary,132805,53.0,married,blue-collar,no,2018,yes,yes
tertiary,132814,39.0,married,self-employed,no,-3058,yes,yes
secondary,132819,41.0,married,blue-collar,no,382,yes,no
secondary,132821,34.0,married,admin.,no,1467,yes,no
tertiary,132823,41.0,single,management,no,598,yes,no
primary,132828,33.0,married,blue-collar,no,5,yes,no
secondary,132829,40.0,single,services,no,224,yes,no
tertiary,132835,38.0,married,management,no,165,yes,no
tertiary,132836,36.0,married,management,no,-196,yes,yes
tertiary,132837,35.0,single,management,no,397,yes,no
secondary,132844,33.0,married,blue-collar,no,26,yes,no
primary,132851,40.0,married,blue-collar,no,572,yes,yes
secondary,132852,31.0,married,technician,no,4,yes,no
tertiary,132855,41.0,single,technician,no,445,yes,no
primary,132860,37.0,married,blue-collar,no,3154,yes,no
secondary,132871,29.0,married,technician,no,1180,yes,no
secondary,132883,33.0,married,technician,no,9305,yes,no
secondary,132886,35.0,married,admin.,no,437,yes,no
primary,132898,37.0,married,blue-collar,no,3977,yes,no
primary,132899,46.0,married,blue-collar,no,85,yes,no
primary,132903,71.0,married,retired,no,2988,no,no
unknown,132916,36.0,single,blue-collar,no,185,yes,yes
secondary,132918,36.0,single,technician,yes,-487,yes,no
SECONDARY,132921,24.0,married,blue-collar,no,-220,yes,no
secondary,132923,32.0,single,services,no,671,yes,no
tertiary,132924,48.0,divorced,management,no,266,yes,no
unknown,132925,33.0,divorced,blue-collar,yes,-274,yes,yes
secondary,132926,35.0,married,services,no,372,yes,no
secondary,132933,52.0,divorced,admin.,no,340,yes,no
secondary,132935,27.0,single,blue-collar,no,-116,yes,yes
tertiary,132938,30.0,married,services,no,2025,yes,no
secondary,132953,38.0,married,technician,no,710,yes,no
secondary,132966,34.0,married,management,yes,879,yes,no
unknown,132967,35.0,married,blue-collar,no,520,yes,no
secondary,132969,33.0,married,technician,no,806,no,no
tertiary,132972,28.0,single,management,no,175,yes,no
secondary,132973,46.0,married,management,no,790,yes,no
tertiary,132978,28.0,single,housemaid,no,19,no,no
secondary,132988,31.0,single,admin.,no,0,no,no
secondary,132990,39.0,married,technician,no,625,yes,no
secondary,132993,49.0,married,entrepreneur,no,687,yes,no
primary,132998,34.0,married,blue-collar,no,3986,yes,no
secondary,133001,37.0,married,blue-collar,no,539,yes,yes
secondary,133003,33.0,married,services,no,-124,no,no
secondary,133007,31.0,single,technician,no,102,yes,no
secondary,133013,29.0,single,ADMINISTRATION,no,3432,yes,no
primary,133015,32.0,married,blue-collar,no,-56,yes,yes
primary,133021,32.0,divorced,self-employed,no,0,yes,no
secondary,133023,29.0,single,technician,no,674,no,no
primary,133035,37.0,married,blue-collar,no,1796,yes,yes
tertiary,133047,33.0,married,management,no,0,yes,no
primary,133050,53.0,divorced,services,no,778,yes,no
tertiary,133053,57.0,married,housemaid,no,2326,no,no
secondary,133060,41.0,married,self-employed,no,323,yes,no
primary,133062,35.0,married,blue-collar,no,443,yes,no
secondary,133064,29.0,single,services,no,229,yes,no
tertiary,133073,35.0,single,management,no,620,yes,no
primary,133075,51.0,married,blue-collar,no,216,yes,no
secondary,133080,33.0,single,admin.,no,745,yes,no
secondary,133086,31.0,married,technician,no,310,yes,no
tertiary,133090,36.0,married,admin.,no,157,yes,no
secondary,133112,46.0,married,blue-collar,no,961,yes,no
secondary,133113,35.0,single,technician,no,362,yes,no
secondary,133118,74.0,married,retired,no,921,no,no
primary,133121,42.0,married,blue-collar,no,1673,yes,no
secondary,133125,53.0,married,technician,no,5303,yes,no
tertiary,133134,37.0,single,technician,no,6889,yes,no
secondary,133144,38.0,married,admin.,no,0,yes,yes
secondary,133146,41.0,married,technician,no,4004,no,no
primary,133151,37.0,single,self-employed,no,235,yes,no
secondary,133162,38.0,single,blue-collar,no,13156,yes,no
secondary,133163,37.0,single,blue-collar,no,1127,yes,no
tertiary,133168,44.0,divorced,management,no,213,yes,no
secondary,133171,26.0,single,technician,no,181,no,no
SECONDARY,133172,24.0,single,blue-collar,no,-424,yes,no
secondary,133174,36.0,married,blue-collar,no,1589,yes,no
secondary,133181,22.0,single,student,no,3982,no,no
secondary,133187,52.0,married,technician,no,386,no,no
primary,133188,40.0,married,technician,no,284,yes,no
secondary,133192,30.0,single,management,no,161,yes,no
primary,133196,50.0,married,entrepreneur,no,431,yes,no
tertiary,133197,32.0,married,management,no,101,yes,yes
secondary,133200,37.0,married,blue-collar,no,903,yes,no
secondary,133201,32.0,married,entrepreneur,no,-242,yes,no
secondary,133203,49.0,married,technician,no,-147,yes,no
secondary,133205,36.0,single,admin.,no,733,yes,no
secondary,133207,31.0,married,blue-collar,no,2289,yes,yes
primary,133208,31.0,single,blue-collar,no,2488,yes,no
